2147483647	1111111111111111111111111111110
2147483646	1111111111111111111111111111101
2147483645	1111111111111111111111111111100
2147483644	1111111111111111111111111111011
2147483643	1111111111111111111111111111010
2147483642	1111111111111111111111111111001
2147483641	1111111111111111111111111111000
2147483640	1111111111111111111111111110111
2147483639	1111111111111111111111111110110
2147483638	1111111111111111111111111110101
2147483637	1111111111111111111111111110100
2147483636	1111111111111111111111111110011
2147483635	1111111111111111111111111110010
2147483634	1111111111111111111111111110001
2147483633	1111111111111111111111111110000
2147483632	1111111111111111111111111101111
2147483631	1111111111111111111111111101110
2147483630	1111111111111111111111111101101
2147483629	1111111111111111111111111101100
2147483628	1111111111111111111111111101011
2147483627	1111111111111111111111111101010
2147483626	1111111111111111111111111101001
2147483625	1111111111111111111111111101000
2147483624	1111111111111111111111111100111
2147483623	1111111111111111111111111100110
2147483622	1111111111111111111111111100101
2147483621	1111111111111111111111111100100
2147483620	1111111111111111111111111100011
2147483619	1111111111111111111111111100010
2147483618	1111111111111111111111111100001
2147483617	1111111111111111111111111100000
2147483616	1111111111111111111111111011111
2147483615	1111111111111111111111111011110
2147483614	1111111111111111111111111011101
2147483613	1111111111111111111111111011100
2147483612	1111111111111111111111111011011
2147483611	1111111111111111111111111011010
2147483610	1111111111111111111111111011001
2147483609	1111111111111111111111111011000
2147483608	1111111111111111111111111010111
2147483607	1111111111111111111111111010110
2147483606	1111111111111111111111111010101
2147483605	1111111111111111111111111010100
2147483604	1111111111111111111111111010011
2147483603	1111111111111111111111111010010
2147483602	1111111111111111111111111010001
2147483601	1111111111111111111111111010000
2147483600	1111111111111111111111111001111
2147483599	1111111111111111111111111001110
2147483598	1111111111111111111111111001101
2147483597	1111111111111111111111111001100
2147483596	1111111111111111111111111001011
2147483595	1111111111111111111111111001010
2147483594	1111111111111111111111111001001
2147483593	1111111111111111111111111001000
2147483592	1111111111111111111111111000111
2147483591	1111111111111111111111111000110
2147483590	1111111111111111111111111000101
2147483589	1111111111111111111111111000100
2147483588	1111111111111111111111111000011
2147483587	1111111111111111111111111000010
2147483586	1111111111111111111111111000001
2147483585	1111111111111111111111111000000
2147483584	1111111111111111111111110111111
2147483583	1111111111111111111111110111110
2147483582	1111111111111111111111110111101
2147483581	1111111111111111111111110111100
2147483580	1111111111111111111111110111011
2147483579	1111111111111111111111110111010
2147483578	1111111111111111111111110111001
2147483577	1111111111111111111111110111000
2147483576	1111111111111111111111110110111
2147483575	1111111111111111111111110110110
2147483574	1111111111111111111111110110101
2147483573	1111111111111111111111110110100
2147483572	1111111111111111111111110110011
2147483571	1111111111111111111111110110010
2147483570	1111111111111111111111110110001
2147483569	1111111111111111111111110110000
2147483568	1111111111111111111111110101111
2147483567	1111111111111111111111110101110
2147483566	1111111111111111111111110101101
2147483565	1111111111111111111111110101100
2147483564	1111111111111111111111110101011
2147483563	1111111111111111111111110101010
2147483562	1111111111111111111111110101001
2147483561	1111111111111111111111110101000
2147483560	1111111111111111111111110100111
2147483559	1111111111111111111111110100110
2147483558	1111111111111111111111110100101
2147483557	1111111111111111111111110100100
2147483556	1111111111111111111111110100011
2147483555	1111111111111111111111110100010
2147483554	1111111111111111111111110100001
2147483553	1111111111111111111111110100000
2147483552	1111111111111111111111110011111
2147483551	1111111111111111111111110011110
2147483550	1111111111111111111111110011101
2147483549	1111111111111111111111110011100
2147483548	1111111111111111111111110011011
2147483547	1111111111111111111111110011010
2147483546	1111111111111111111111110011001
2147483545	1111111111111111111111110011000
2147483544	1111111111111111111111110010111
2147483543	1111111111111111111111110010110
2147483542	1111111111111111111111110010101
2147483541	1111111111111111111111110010100
2147483540	1111111111111111111111110010011
2147483539	1111111111111111111111110010010
2147483538	1111111111111111111111110010001
2147483537	1111111111111111111111110010000
2147483536	1111111111111111111111110001111
2147483535	1111111111111111111111110001110
2147483534	1111111111111111111111110001101
2147483533	1111111111111111111111110001100
2147483532	1111111111111111111111110001011
2147483531	1111111111111111111111110001010
2147483530	1111111111111111111111110001001
2147483529	1111111111111111111111110001000
2147483528	1111111111111111111111110000111
2147483527	1111111111111111111111110000110
2147483526	1111111111111111111111110000101
2147483525	1111111111111111111111110000100
2147483524	1111111111111111111111110000011
2147483523	1111111111111111111111110000010
2147483522	1111111111111111111111110000001
2147483521	1111111111111111111111110000000
2147483520	1111111111111111111111101111111
2147483519	1111111111111111111111101111110
2147483518	1111111111111111111111101111101
2147483517	1111111111111111111111101111100
2147483516	1111111111111111111111101111011
2147483515	1111111111111111111111101111010
2147483514	1111111111111111111111101111001
2147483513	1111111111111111111111101111000
2147483512	1111111111111111111111101110111
2147483511	1111111111111111111111101110110
2147483510	1111111111111111111111101110101
2147483509	1111111111111111111111101110100
2147483508	1111111111111111111111101110011
2147483507	1111111111111111111111101110010
2147483506	1111111111111111111111101110001
2147483505	1111111111111111111111101110000
2147483504	1111111111111111111111101101111
2147483503	1111111111111111111111101101110
2147483502	1111111111111111111111101101101
2147483501	1111111111111111111111101101100
2147483500	1111111111111111111111101101011
2147483499	1111111111111111111111101101010
2147483498	1111111111111111111111101101001
2147483497	1111111111111111111111101101000
2147483496	1111111111111111111111101100111
2147483495	1111111111111111111111101100110
2147483494	1111111111111111111111101100101
2147483493	1111111111111111111111101100100
2147483492	1111111111111111111111101100011
2147483491	1111111111111111111111101100010
2147483490	1111111111111111111111101100001
2147483489	1111111111111111111111101100000
2147483488	1111111111111111111111101011111
